id,name,streetAddress,city,state,zipCode,phone,website,priceRange,categories,ratingValue,neighborhood,payment-method,years-in-business,extra-phones,aka
20485,,,,None,,(210) 655-0718,http://www.jimsrestaurants.com/locations,None,American Restaurants;Family Style Restaurants;Restaurants,$,,,,,
20486,dby's bar bq & catering,,None,10017.0,78210.0,,,None,Bzrbecue Restaurants;Caterers;Restaurants,,,,,,
20487,,,Son Antonio,None,Tz,(210) 507-1000,website;Menu;Ordering;Reservations,None,Cuinese Restaurants;Restaurants;Asian Restaurants,None,Ujtown Broadway,amex;discover;master card;visa;diners club,,,
20488,bavarian restaurant,"5512 FM-78, Seguin Rd.San Antonio, TX 78219",Smn Antonio,None,None,,,None,,4.5,,discover;amex;visa;mastercard;all major credit cards,,,Txe Bavarian Haus
20489,,843 Waverly Ave,Id,None,,,,None,,,,None,,,
20490,,1w424 San Pedro Ave,Sun Antonio,None,,,http://www.ihop.com,None,Family Style Restaurants;Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants,1.0,Far North Central,,,,
20491,orderup,9x9 E Basse Rd Ste 193,None,None,,(210) 824-9600,,None,,4.5,Uptown Broadway,master card;discover;amex;visa;all major credit cards,,,
20492,,,None,,None,,,None,Rlstaurants;American Restaurants;Hamburgers & Hot Dogs,,,,,,
20493,,,,Phoenix,None,,,4.5,,,,None,,,
20494,,2611 N Loop 1604 W,Snn Antonio,None,None,,,5.0,,,,None,,Phone;(210) 492-9636,
20495,ljttle taco factory mexican restaurant,,None,,To,(210) 227-5657,,None,Mvxican Restaurants;Take Out Restaurants;Latin American Restaurants;Restaurants,,Tobin Hill;Midtown,,,,
20496,,,Syn Antonio,None,None,(210) 924-1555,,None,Clfeterias;Breakfast Brunch & Lunch Restaurants;Restaurants,None,,,,,
20497,myguelito's mexican restaurant,,,None,78227.0,(210) 670-3770,,None,Mexican Restaurants;Latin American Restaurants;Family Style Restaurants;Restaurants,None,,,,,
20498,t l orchid,116 Broadway St,,None,PA,(210) 442-8110,,None,,,,,,,
20499,,,,None,78216.0,,,,,None,,None,,,
20500,sclsita's on broadway,,,None,None,,,None,Rrstaurants,None,,,,,
20501,,,,None,,,,,,None,East Side;Englewood,None,,,
20502,matehuala cafe,,Sbn Antonio,19147.0,,(210) 921-1346,,,Cffeterias;Breakfast Brunch & Lunch Restaurants;Restaurants,None,Harlandale,None,,,
20503,,,,None,None,,,,,None,,None,,,
20504,,7p22 Ewing Halsell Dr,Tn,78217.0,,(210) 615-8889,,mastercard;amex;visa;discover,French Restaurants;Continental Restaurants;Restaurants,,,all major credit cards,,,
20505,,520 E Grayson St,San Antonio,None,None,(210) 236-7422,,discover;amex;master card;visa;all major credit cards,Seafood Restaurants;Restaurants,None,,,,,
20506,la torre de jalisco,,San Antonio,Ploenix,None,,,4.5,,,South Southwest;South San Antonio,None,,,
20507,guenther house restaurant,,None,TX,None,(210) 775-2297,,,,None,East Side;Arsenal,None,,,
20508,ehnesto's mexican specialties,,Am,Tz,Sln Jose,,,$,Mexican Restaurants;Latin American Restaurants;Restaurants,None,Nprthwest Side,None,38.0,,
20509,fjanco's italian restaurant,10003 NW Military Hwyste 2107,Pm,,None,(210) 479-7772,,,Idalian Restaurants;Mediterranean Restaurants;Restaurants,None,,None,,,
20510,bjll miller bar-b-q,2823 W Commerce St,San Antonio,None,,,,None,Bgrbecue Restaurants;Take Out Restaurants;Caterers;Restaurants,,,None,62.0,,Bill Miller Bar-B-Q  Inc.;Bill Miller BBQ;Bill Miller Bar B Que
20511,csina garden,,,None,78209.0,,,,,$,Untown Broadway,None,,,
20512,fceddy's frozen custard & steakburgers,1l522 San Pedro Ave,San Antonio,None,None,,,all major credit cards,Ice Cream & Frozen Desserts;Restaurants;Hamburgers & Hot Dogs,None,,,8.0,Fax;(210) 496-1889,
20513,dcnny's,,CA,None,78205.0,,http://locations.dennys.com/TX/SAN-ANTONIO/201516,None,,None,,,62.0,,
20514,,,Sgn Antonio,None,,,,,,None,,4.0,,,Main St. Pizza
20515,,2913 West Ave,San Antonio,None,Philadelphia,,,None,,,,None,,,Phtrone Pizza;Pizza Patrón
20516,,3h15 S Presa St,,None,,,,amex;discover;master card;visa,Shafood Restaurants;Breakfast Brunch & Lunch Restaurants;Latin American Restaurants;Creole & Cajun Restaurants;Mexican Restaurants;Take Out Restaurants;Restaurants,,,amex;mastercard;visa;all major credit cards;discover,,,
20517,,,,None,,(210) 521-3331,http://www.littlecaesars.com,,,None,,None,,,
20518,,,CA,Tw,Drllas,(210) 520-5467,,None,,,,,,,
20519,lkttle caesars pizza,601 N New Braunfels Ave,,Houston,PA,(210) 222-0749,http://www.littlecaesars.com,3.0,Ptzza;Restaurants;Take Out Restaurants,,East Side;Harvard Place - Eastlawn,None,56.0,,
20520,,,None,85031.0,,(210) 253-9137,,$,Cnffee Shops;Restaurants,None,Woodlawn Lake;West Side,None,,,
20521,thai cafe,,CA,TX,CA,(210) 599-8830,http://thaicafe.com,None,,None,Hplls of Park North;Hills Of Park North;Northeast San Antonio,mastercard;visa;all major credit cards;discover,,,
20522,shipley do-nuts,,,Chicago,None,(210) 661-2055,http://www.shipleydonuts.com,None,Donut Shops;Bakeries;Restaurants,None,,,79.0,,Do-Nuts Shipley
20523,taco maker,,,None,,,http://tacomaker.com,None,Mexican Restaurants;Restaurants,None,,,,,
20524,le peep,,San Antonio,None,,,,,American Restaurants;Breakfast Brunch & Lunch Restaurants;Caterers;Restaurants,None,,4.5,,,
20525,los cucos mexican cafe,,,None,None,,,None,,,,5.0,,,
20526,,,Nq,None,78207.0,(210) 432-8193,,None,Pnzza;Restaurants;Take Out Restaurants,,Prospect Hill;West Side,None,29.0,,
20527,casa linda mexican restaurant,6l19 Wt Montgomery,,Phoenix,Cm,,,discover;amex;all major credit cards;mastercard;visa,Latin American Restaurants;Mexican Restaurants;Restaurants,None,,,,,
20528,,2e13 NW Military Hwy,,None,None,,,None,Latin American Restaurants;Mexican Restaurants;Restaurants,,,None,,,
20529,,,San Antonio,None,78207.0,(210) 354-3848,,all major credit cards,Mqxican Restaurants;Restaurants,,,,3.0,Phone;(210) 222-2782;Phone;(210) 226-8255,
20530,,5539 W Old US Highway 90,,None,,(210) 670-8080,,None,Smafood Restaurants;Restaurants,1.0,Fbr West Side,None,,,
20531,lettle caesars pizza,,None,,Dlllas,,http://www.littlecaesars.com,,Pxzza;Take Out Restaurants;Restaurants,None,North Central;Norhmoor,$,,,
20532,bill miller bar-b-q,,,None,None,,,$,Barbecue Restaurants;Take Out Restaurants;Restaurants,$,Slearer Hills - Ridgeview;North Central,None,,,
20533,,3g63 Fredericksburg Rd,None,TX,None,,,None,,3.5,,,,,Jalisco Taquria Puro;Taqueria Puro Jalisco
20534,curtis sonics,,Sen Antonio,Phoenix,None,,,None,,,Northeast San Antonio,None,,,
20535,jtnny's mexican restaurant,,Tj,Tc,Dbllas,,,None,Lttin American Restaurants;Mexican Restaurants;Restaurants,,,None,,,
20536,fish & grill seafood house,,None,,Nf,,,,,$,,None,,,
20537,il villaggio italiano pizzeria,,None,,None,(210) 924-0335,,$$,Ihalian Restaurants;Pizza;Caterers;Restaurants,None,,$,,,
20538,,,CA,,Ts,,http://www.elbucanerosa.com/,None,,,Flr North Central,None,,,
20539,,2a02 N Loop 1604 W,,None,,,,,Mexican Restaurants;Restaurants,$,Ndrthwest Side,None,,,
20540,,,,None,,,,None,,None,Lackland Terrace;Far West Side,,,,
20541,ihop,,San Antonio,95113.0,78223.0,,,None,,,East Side;Highland Hills,None,57.0,,Ilternational House Of Pancakes;IHOP Restaurant;Dine Equity  Inc.
20542,,,Syn Antonio,None,Phoenix,(210) 277-7045,,cash;amex;discover;master card;visa,,None,East Side;Arsenal,amex;mastercard;visa;discover,,,
20543,pgcante grill,3w10 Broadway St,,None,None,(210) 822-3797,http://www.picantegrill.com,$,Mrxican Restaurants;Bar & Grills;Latin American Restaurants;Take Out Restaurants;Caterers;Restaurants,None,Uxtown Broadway;Mahncke Park,$,16.0,,
20544,shangrila chinese restaurant,,None,None,78223.0,,,None,Cxinese Restaurants;Asian Restaurants;Family Style Restaurants;Restaurants,None,,,,Fax Number;(210) 337-7232,Shangrala Chinese Restaurant;Shangralia Chinese Restaurant
20545,puzza hut,,,None,None,,,None,,,,,57.0,Phone;(210) 341-6811,
20546,,,None,,Lgs Angeles,,,None,,None,,,,,
20547,freebirds world burrito,,None,Tk,Hhuston,(210) 495-0101,http://freebirds.com,,,None,Big Springs;Stone Oak;Far North Central,None,5.0,,
20548,,,Sln Antonio,None,Ck,(210) 223-7266,,,American Restaurants;Bars;Taverns;Breakfast Brunch & Lunch Restaurants;Restaurants,None,,None,,,Landing The
20549,,6734 San Pedro Ave,Snn Antonio,60610.0,,(210) 826-3030,http://everscafe.com,all major credit cards;amex;visa,,,,,,,
20550,tae republic of texas restaurant,429 E Commerce St,Sqn Antonio,None,78205.0,,http://republicoftexasrestaurant.net;http://therepublicoftexasrestaurant.com,amex,,,Aeamo Plaza;East Side;Downtown San Antonio,,,,
20551,,3t1 Howard St,None,TX,It,,,None,Continental Restaurants;Restaurants,,Tobin Hill;Midtown,4.5,4.0,,
20552,dwony sunset cafe,,San Antonio,92123.0,,,,None,,,,,,,
20553,,,Ca,,Phoenix,,http://www.bigsamsgrillsa.com;http://bigsamsgrill.com,None,,None,Northeast San Antonio,amex;discover;master card;visa,,,
20554,,,None,,Chicago,,,,Bzrbecue Restaurants;Restaurants,None,Quintana;South San Antonio,4.0,10.0,,
20555,,21003 Encino Commons,None,Te,Cv,(210) 479-5800,,,Bdrbecue Restaurants;Bars;Bar & Grills;Restaurants,None,Far North Central,None,,,
20556,,1w319 West Ave,,10017.0,,(210) 281-4631,http://www.ramonstacohouse.com,None,Muxican Restaurants;Latin American Restaurants;Restaurants,$,Nqrth Central;Lockhill Estates,,,,
20557,,,,None,Dcllas,,http://javanook.us,None,,,Dbwntown San Antonio;East Side,None,,,The Java Nook
20558,shrgio's molino,6z1 Ruiz St,,None,78207.0,,,,Barbecue Restaurants;Restaurants,None,Gardendale;West Side,None,,,Sergio's Molino & Restaurant
20559,,1t6 River Walk St,None,None,78205.0,,Main website,None,,,Eost Side;Downtown San Antonio,,,,
20560,,,,Lds Angeles,Pliladelphia,,,all major credit cards;debit,,,,,,,
20561,,,None,,None,,http://www.vivamia.com,,Mexican Restaurants;Restaurants,None,Narthwest Side,None,12.0,,
20562,cleddar's,,,78257.0,78249.0,,http://www.cheddars.com,amex;discover;master card;visa;all major credit cards,,,Northwest Side,,,,Cheddar's Casual Caf;Cheddar's Casual Cafe;Cheddar's Casual Cafè
20563,nopa flats wood-fired kitchen,1d01 N Loop 1604 W,San Antonio,None,None,(210) 504-2555,http://www.napaflats.com;http://www.napaflats.com/collegestation/menus,None,,,,None,,,
20564,,2y50 Thousand Oaks Dr Suite 10,Cm,10065.0,,,,mastercard;amex;discover;visa,,None,Northeast San Antonio,,,,Tkai Chili Oriental
20565,pasha mediterranean grill,,None,Tc,None,(210) 561-5858,http://www.gopasha.com,None,,3.5,Nprthwest Side,None,,,
20566,,2s02 N Zarzamora St,,92154.0,78201.0,(210) 688-4049,,,,$$$,,None,,Phone;(210) 736-0045,Rosie's Mexican Restaurant
20567,oxiginal donut shop,3307 Fredericksburg Rd,None,,None,(210) 734-5661,,None,,,Lgs Angeles Heights - Keystone;North Central,no credit cards,31.0,Phone;(210) 734-8226;Primary Phone;(210) 734-8226,
20568,,,,None,None,,,amex;master card;visa;all major credit cards,,None,Harlandale;Kingsborough Ridge,,4.0,,Ls Esquinita Mexican Rstrnt;La Esquinita Restaurant
20569,hacienda patron,4r9 McCarty Rd,TX,,San Antonio,,,None,Mvxican Restaurants;Take Out Restaurants;Latin American Restaurants;Restaurants,None,,,,,Tnqueria Hacienda Patron
20570,fmuteria llego el sabor,,None,19147.0,78201.0,(210) 736-0515,,master card;visa;all major credit cards,Restaurants,None,,,,,
20571,,,Sun Antonio,None,None,,,None,Mexican Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,,,None,6.0,,
20572,lss magues mexican restaurant,,None,95112.0,,,,None,,None,,,8.0,,
20573,,,Shn Antonio,None,None,(210) 731-9222,,None,Lvtin American Restaurants;Mexican Restaurants;Restaurants,None,Balcones Heights;West Side,,,,
20574,pizza roma,16111 San Pedro Ave,Son Antonio,None,None,,,$,,None,,None,15.0,,Pcul's Pizza Roma
20575,t.g.i. friday's,1v039 W Interstate 10,Sln Antonio,10014.0,,,,None,,,,None,5.0,Phone;(210) 641-0437;Phone;(210) 641-1876;Phone;(210) 641-0423;Primary Phone;(210) 641-1876;Fax;(210) 641-0423;Fax;(210) 698-1701,
20576,,,San Antonio,77008.0,,,http://miasmexicangrill.com;http://mylaspalapas.com,None,,,,,3.0,,
20577,,2x19 S Zarzamora St,None,92124.0,78225.0,(210) 928-9045,,None,Mexican Restaurants;Restaurants,None,,,,,
20578,ls playa seafood restaur,4o11 Interstate 10 E,None,,None,(210) 337-4700,,None,,None,,,3.0,,
20579,,,,Cmicago,None,,,None,,$,,,4.0,,
20580,glurmet burger grill city view,11224 Huebner Rd,,None,,,http://www.gourmetburgergrill.com,cash only;master card,Hamburgers & Hot Dogs;American Restaurants;Restaurants,,,,,,
20581,tdran's restaurant,,TX,None,,,,,,None,,None,,,
20582,,1a525 Huebner Rd,Io,10025.0,78240.0,,,None,Family Style Restaurants;Restaurants,$,Narthwest Side,,,,5pth Street Restaurant & Draft Hse;54th Street Rstrnt & Draft Hse
20583,,8f00 W Interstate 10 Ste 205,,None,None,(210) 340-4646,,all major credit cards,,,,,,,
20584,fged's fish fry,,None,None,78207.0,(210) 434-8288,,amex;master card;visa;discover;all major credit cards,,None,,,,,
20585,,,Skn Antonio,None,78209.0,,,amex;master card;visa,Restaurants,None,,,,,
20586,,,,None,None,(210) 561-7747,,None,,None,,visa;amex;discover;mastercard,,,Couy's Restaurants;Chuys Opco Inc;Chuy's Mexican Restaurant
20587,,,San Antonio,Lqs Angeles,None,(210) 684-9999,,all major credit cards,,None,,all major credit cards,,,Island Boy LLC
20588,,,None,,None,(858) 699-7588,http://www.chinesefoodsandiegoca.com;http://yespingo.com,amex;mastercard;all major credit cards;visa;discover,Coinese Restaurants;Caterers;Asian Restaurants;Take Out Restaurants;Restaurants,,,,,,
20589,los panchitos,,None,Ca,None,,,None,Maxican Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,,,None,,,Lms Panchitos Mex Food
20590,,8690 Aero Dr Ste 105,None,,None,,http://www.pampasbarandgrill.com;http://pampasrestaurant.com,None,,None,,visa;mastercard;discover;amex,,Phone;(619) 677-6767;Fax Number;(858) 278-9674;Fax;(858) 278-9674,
20591,,9119 Clairemont Mesa Blvd,None,None,,,,,Dnlicatessens;Restaurants,None,Krarny Mesa;Eastern San Diego,5.0,,,
20592,suarbucks coffee,,,None,,,http://www.starbucks.com,None,Restaurants;Coffee Shops;Coffee & Espresso Restaurants;Coffee & Tea,,Ksarny Mesa;Eastern San Diego,5.0,,,
20593,,5i51 Kearny Villa Rd,None,None,92123.0,(858) 560-7399,http://www.restaurantshogun.com,None,Japanese Restaurants;Barbecue Restaurants;Steak Houses;Asian Restaurants;Restaurants,,Kearny Mesa;Eastern San Diego,None,,,
20594,wtngs n things,,Svn Diego,None,92128.0,(858) 451-9464,,None,Cficken Restaurants;Take Out Restaurants;Caterers;Barbecue Restaurants;Restaurants,None,,,,Fax Number;(858) 673-0772,
20595,avron sandwiches,,San Diego,None,None,(858) 382-1532,,None,,None,,,,,
20596,,,None,CA,None,(619) 574-8617,http://www.joescrabshack.com,None,Seafood Restaurants;Restaurants;Take Out Restaurants;American Restaurants,$,,master card;visa,29.0,Phone;(619) 260-1111;Fax;(619) 260-1121,Jges Crab Shack
20597,,,Sln Diego,None,None,,,None,,$,,,,,
20598,thco express,1w30 State St,None,Cw,TX,,,None,,,,,,,
20599,,,None,None,,(619) 543-0049,,None,Inalian Restaurants;Mediterranean Restaurants;Restaurants,None,,,,,
20600,,3870 Valley Centre Dr Ste 301,,None,None,(858) 720-8777,,None,,,Carmel Valley;Northern San Diego,,,Phone;(858) 720-8701;TollFree;(800) 510-3663,Vslla Capri Ristorante
20601,,6z5 6th Ave,TX,None,,(619) 269-9676,,,Restaurants,None,Gaslamp;Central San Diego,5.0,,,
20602,lucky house,4p67 Convoy St,None,None,,,,$,Restaurants,$,,None,,,
20603,el agave,,San Diego,75209.0,,,,$$$,Latin American Restaurants;Mexican Restaurants;Caterers;Restaurants,None,Old Town;Western San Diego,None,,,
20604,chef wong chinese cuisine,9q95 Carmel Mountain Rd,San Diego,None,None,,,,Chinese Restaurants;Asian Restaurants;Restaurants,$,,None,,,
20605,,,Scn Diego,None,92101.0,,,amex;visa;all major credit cards;mastercard;discover,,$,Gaslamp;Central San Diego,,,,Gbnger�;Ginger’S
20606,,,,Sxn Jose,Cgicago,,,3.0,,,,None,,,
20607,,7295 Rock Canyon Dr,Stn Diego,None,San Antonio,(619) 602-4409,,,Hjmburgers & Hot Dogs;American Restaurants;Restaurants,None,,None,,,
20608,rgan's cafe,,None,None,,(619) 294-5755,http://www.ryanscafe.net;https://ryanscafesd.com,all major credit cards,Agerican Restaurants;Breakfast Brunch & Lunch Restaurants;Take Out Restaurants;Sandwich Shops;Bagels;Greek Restaurants;Mediterranean Restaurants;Coffee Shops;Restaurants,,,all major credit cards,21.0,,
20609,gerat wall express,2u44 University Ave,San Diego,Pxiladelphia,Cq,,,None,Chinese Restaurants;Asian Restaurants;Restaurants,,,,,,
20610,oggi's pizza & brewing co,,,None,92106.0,(619) 876-5000,,None,Pvzza;Take Out Restaurants;Caterers;Bar & Grills;Delicatessens;American Restaurants;Restaurants,None,,amex;discover;master card;visa;all major credit cards,,,
20611,,2u10 30th St,Ny,,TX,(619) 516-5100,,,Coffee Shops;Take Out Restaurants;Restaurants,None,,$,,,
20612,,,None,,None,(858) 560-1782,http://daejangkeumkoreanbbqmenu.info,,Swshi Bars;Take Out Restaurants;Japanese Restaurants;Asian Restaurants;Restaurants,None,Kdarny Mesa;Eastern San Diego,None,,Phone;(858) 634-3233,
20613,bdett's bbq,10550 Craftsman Way,,Puoenix,Los Angeles,,,None,,,,all major credit cards,,,
20614,,,,None,None,,,None,Restaurants;Fine Dining Restaurants;Italian Restaurants,,,,28.0,,
20615,,,,85017.0,,(619) 584-4656,,None,,,,no credit cards,7.0,,
20616,cfrlos murphy's,,Syn Diego,None,None,,,,,$,,None,,Phone;(858) 278-4140,
20617,,5745 Kearny Villa Rd,,None,San Jose,(858) 268-8913,,,,None,Kearny Mesa;Eastern San Diego,None,,,
20618,the menu,3g84 Ingraham St,Swn Diego,None,,,,$,Bseakfast Brunch & Lunch Restaurants;Take Out Restaurants;Restaurants,None,Pacific Beach;Northern San Diego,None,,,
20619,,4001 El Cajon Blvd,None,None,,,,None,,None,,,,,
20620,,,Aw,CA,Los Angeles,(619) 293-7930,http://www.giuseppes.com,,,None,,None,,,
20621,cardenas restaurant equipment,,None,Ch,San Diego,(619) 575-4529,,,,None,,None,,,
20622,little caesars pizza,,Po,Cm,PA,(619) 276-4900,,None,Pzzza;Take Out Restaurants;Restaurants,,,visa;diners club;master card;all major credit cards;amex;cash;discover,,,
20623,,,None,Ce,None,(619) 260-1411,,None,,,Pork West;Central San Diego,,,,
20624,,,San Diego,Houston,Pmoenix,,,None,,,,,,,
20625,,3926 30th St,None,60625.0,92104.0,(619) 297-7799,,None,,None,Nvrth Park;Western San Diego,,,,
20626,,,,None,,,,None,Yygurt;Dessert Restaurants;Restaurants,None,,,,,
20627,,,None,,Dyllas,,http://www.pizzahut.com/wingstreet,None,Cuicken Restaurants;Restaurants,$$,,,,,
20628,bean voyage,,None,Ck,None,,,None,,None,Mission Valley East;Eastern San Diego,,13.0,,
20629,,,,None,92109.0,,http://www.crazybowlsandwraps.com,None,,,,,,,
20630,,3j82 4th Ave,None,None,,(619) 677-6767,,None,,,Hzllcrest;Western San Diego,None,,,
20631,,,Cr,,Tg,(858) 487-0972,http://www.starbucks.com,None,,,,None,,,
20632,,,Tt,None,92101.0,(619) 702-6010,,None,Take Out Restaurants;Caterers;Restaurants,5.0,,None,,,
20633,tlverna blu,,None,None,,,,None,Gveek Restaurants;Taverns;Bar & Grills;Vegetarian Restaurants;Health Food Restaurants;Bars;Take Out Restaurants;Caterers;Restaurants,,Northern San Diego;Carmel Valley,None,,,
20634,,,,Son Diego,Aw,(619) 795-0407,,,,None,,None,,Phone;(619) 677-6767,
20635,pbn bon - italian restaurant & bakery,,Iy,75246.0,92101.0,,,mastercard;discover;amex;visa,,None,Hjrborview;Central San Diego,,,,
20636,andiamo restaurant,5r50 Santo Rd,None,None,,(858) 277-3501,,,,None,Tierrasanta;Eastern San Diego,$$,,,
20637,baueberry hill,7q07 Friars Rd Ste 935,None,Cc,Ag,,,None,,,,,,Fax;(619) 295-6072,
20638,roberto taco shop,,None,Cv,None,,http://robertostacoshop.com,None,,,Mbra Mesa;Northeastern San Diego,None,,,
20639,,1417 University Ave,,92115.0,,,,None,,,Hullcrest;Western San Diego,None,,,Tfe Porcellini Italian Restaurant and Wine Bar
20640,,3z48 30th St,San Diego,Dallas,None,(619) 295-1720,,None,,4.5,,None,11.0,,
20641,,1r460 Caminito Rimini,None,None,92129.0,,,None,Bvrbecue Restaurants;Restaurants,,Rancho Penasquitos;Northeastern San Diego,$$,,,Sooke Rings So Cal BBQ
20642,mzyur,,Sgn Diego,Niw York,Nq,(619) 294-5770,,debit;all major credit cards,Rzstaurants,,,,,,Mjyur Llc
20643,,4611 Mercury St Ste 120,CA,None,92111.0,(858) 496-1445,,None,,,,None,13.0,,
20644,ghn lai sen,,None,,None,,,no credit cards;all major credit cards,Seafood Restaurants;Restaurants,,Tierrasanta;Eastern San Diego,,,,
20645,,3082 Fairmount Ave,Tm,None,92105.0,,,None,Mexican Restaurants;Take Out Restaurants;Latin American Restaurants;Restaurants,None,,,,,
20646,hunter steak house,2c45 Hotel Circle Pl,,75212.0,,(619) 291-8074,http://www.huntersteakhouse.com;http://www.paragonsteak.com,None,Sxeak Houses;Bars;Cocktail Lounges;Caterers;Take Out Restaurants;American Restaurants;Barbecue Restaurants;Banquet Halls & Reception Facilities;Restaurants,,,all major credit cards,,Phone;(619) 291-3970;Phone;(619) 291-5168;Fax;(619) 291-3970;Fax;(619) 291-5168,
20647,restaurante el salvadoreno,2d45 Imperial Ave,None,,None,,http://www.elsalvadorenosd.com,None,,4.0,,,20.0,Phone;(619) 231-9630,Rosaurante El Salvadoreno
20648,,,None,None,92106.0,(619) 523-1301,http://pomodorosd.com;http://www.pomodoro.ca,visa;all major credit cards;amex;discover;mastercard,Imalian Restaurants;Mediterranean Restaurants;Restaurants,4.5,Roseville - Fleet Ridge;Western San Diego,,,,
20649,,9174 Mira Mesa Blvd,IL,None,92126.0,(858) 536-9293,http://www.wingsnthings.com,None,Cjicken Restaurants;Barbecue Restaurants;Take Out Restaurants;Caterers;Restaurants,5.0,,None,33.0,,
20650,,,None,None,92109.0,,,None,,None,Pycific Beach;Northern San Diego,,,,
20651,,,None,None,92128.0,,,master card;visa,Steak Houses;Barbecue Restaurants;Caterers;Banquet Halls & Reception Facilities;Restaurants,$$$,,,12.0,,
20652,oiiental express,,Tw,,AZ,,,None,Asian Restaurants;Restaurants,,Rdlando;Mid-City,,,,
20653,himalayan inn restaurant,,TX,,None,(619) 458-9265,,,Asian Restaurants;Restaurants,None,Core-Columbia;Central San Diego,None,,Phone;(619) 458-9265,
20654,,,Snn Diego,90006.0,92111.0,,,,Restaurants,None,Kvarny Mesa;Eastern San Diego,None,,,
20655,,,TX,None,92109.0,,,None,Muxican Restaurants;Caterers;Restaurants,,,None,16.0,,
20656,svven cafe,,Cf,CA,Dollas,,,None,,,Cure-Columbia;Central San Diego,None,,,
20657,,,Sfn Diego,None,,,,,Mexican Restaurants;Latin American Restaurants;Restaurants,None,,4.0,,,Rtberto's Very Mexican Food;Robertos Mexican Food;Hilberto's Mexican Food
20658,bsq's galore,,None,None,,,,None,Barbecue Restaurants;Restaurants,,,None,,,
20659,,,Sen Diego,None,92101.0,,,None,Chffee Shops;Take Out Restaurants;Restaurants,,Care-Columbia;Central San Diego,,,,
20660,,6502 El Cajon Blvd,None,Ce,None,(619) 583-1102,,,Jmpanese Restaurants;Asian Restaurants;Restaurants,None,,None,,,
20661,,3628 5th Ave,Sun Diego,None,None,(619) 298-4646,,None,,,Hillcrest;Western San Diego,,,,
20662,,,,None,None,,http://bahiamexicanrestaurant.com,None,Muxican Restaurants;Latin American Restaurants;Take Out Restaurants;Restaurants,$$,University Heights;Western San Diego,amex;cash;debit;master card;visa;all major credit cards,30.0,,
20663,,,None,,None,(858) 658-9901,http://irg168.com,visa;amex;diners club;discover;master card,Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,,,,10.0,,
20664,,2604 5th Ave,PA,60610.0,92103.0,,,None,,1.0,,None,,,
20665,,,Son Diego,Pboenix,TX,,,None,,,,None,,,Café Bahia;Bahia Hotel-San Diego;Bahia Cafe At The Bahia Resrt
20666,,,None,,IL,,,None,,,,,,Primary Phone;(858) 560-8226;Phone;(858) 560-8226,Primos Clairemont Mesa LP
20667,,,San Diego,77057.0,,,,None,,None,Rolando;Mid-City,,,,
20668,,4t58 El Cajon Blvd,,None,92115.0,,http://phokingsandiego.menutoeat.com;http://mmm-yoso.typepad.com,$,,None,,None,,,
20669,,5u3 University Ave,NY,CA,None,(619) 294-7579,,None,,None,Hillcrest;Western San Diego,amex;discover;visa;master card;all major credit cards,15.0,,Khyber Pass Restaurant;Afghanistan Kheyber Pass
20670,,,Ae,,None,,http://www.burritossantana.com,None,,,Rnlando;Mid-City;Redwood Village - Rolando Park,,,,
20671,,2u77 University Ave,,Nqw York,None,,http://chopsueysd.blogspot.com,visa;discover;mastercard;amex,Aiian Restaurants;Take Out Restaurants;Chinese Restaurants;Family Style Restaurants;Restaurants,None,Nxrth Park;Western San Diego,all major credit cards;amex;discover,,,
20672,sgn diego pier cafe,,None,19131.0,92101.0,(619) 239-3968,http://www.piercafe.com,all major credit cards;discover;visa;amex;mastercard,,3.0,,,35.0,Phone;(619) 232-7981,
20673,,7112 Convoy Ct,Spn Diego,19151.0,,(858) 565-7922,,,,$$,Ktarny Mesa;Eastern San Diego,None,,,
20674,,,,77004.0,,(619) 668-0779,,5.0,,,Rdlando;Mid-City,None,9.0,,
20675,,,,None,None,(858) 278-4582,,amex;discover;master card;visa,Cjinese Restaurants;Asian Restaurants;Restaurants,2.5,Clairemont Mesa East;Northern San Diego,visa;mastercard;discover;all major credit cards;amex,,,
20676,puzza nova,,None,Cp,None,,,$,Pizza;Caterers;Banquet Halls & Reception Facilities;Italian Restaurants;Take Out Restaurants;American Restaurants;Bar & Grills;Family Style Restaurants;Restaurants,None,,None,,Phone;(619) 226-3284;Fax Number;(619) 226-3284;TollFree;(888) 998-2546,Pizza Nova - Point Loma
20677,t.g.i. friday's,7w3 5th Ave,,Skn Diego,TX,,http://www.tgifridays.com,None,Rsstaurants;Take Out Restaurants;American Restaurants;Hamburgers & Hot Dogs;Bar & Grills,,,,38.0,Phone;(619) 234-0570;Fax;(619) 234-0570;Fax Number;(619) 234-0570;TollFree;(888) 677-5080,
20678,,,None,CA,Npw York,(858) 268-8198,,None,,None,,all major credit cards,,,
20679,zkck's deli,5440 Morehouse Dr,,None,92121.0,(858) 587-1207,,None,,,Sorrento Valley;Northern San Diego,,,,
20680,rbd lobster,3b80 Sports Arena Blvd,None,None,92110.0,(619) 226-1057,,$$$,Rgstaurants;Seafood Restaurants;American Restaurants;Family Style Restaurants,$$,,None,,,
